         88806525 function calls (86741999 primitive calls) in 61.441 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:434(__exit__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6963(_write_conditional_formats)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/glob.py:31(iglob)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:444(_uniq)
       19    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/frame.py:1498(__len__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:26(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:922(find_spec)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:1056(_make_date_converter)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:954(fix_flags)
       21    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.11/glob.py:108(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copy.py:243(_keep_alive)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:725(_calc_max_cols_fitted)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1744(_write_file_version)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:59(_xml_start_tag_unencoded)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:46(_xml_declaration)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:129(_write_dcterms_modified)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1794(_write_workbook_view)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:736(_calc_max_rows_fitted)
       10    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:689(_check_compression)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:724(<lambda>)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:109(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:527(_write_worksheet_rels_files)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:1453(_maybe_null_out)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_base.py:1458(check_extension)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/css.py:203(<dictcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:275(arrays)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:2132(_extract_dialect)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1199(daemon)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:396(_simple)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:770(_ensure_listlike_indexer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1719(_get_packager)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:140(basename)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:79(groups)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:560(_write_style_xf)
       67    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:95(_write_properties)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_2d)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:350(_write_default_fill)
        2    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2281(_can_hold_na)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1730(_write_workbook)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1032(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:853(_prepare_formats)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:1334(is_index_col)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/concurrent/futures/thread.py:47(__init__)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/theme.py:61(_write_theme_file)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:150(dirname)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:431(__enter__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
       12    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:307(_class_escape)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1028(__enter__)
       32    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_xlsxwriter.py:218(book)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tokenize.py:323(read_or_stop)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:367(_escape)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/contenttypes.py:84(_add_worksheet_name)
       11    0.000    0.000    0.000    0.000 {method '_release_save' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/relationships.py:59(_add_document_relationship)
       46    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:524(_format_parsed_parts)
       12    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:130(_get_index_label_flat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/dtypes.py:1247(is_dtype)
       12    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
       28    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:523(worksheets)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:105(_write_dc_creator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6303(_is_comparable_dtype)
       38    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6481(_write_hyperlinks)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1715(_prepare_sst_string_data)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:338(inner)
        5    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:732(_format_body)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:278(loc)
       24    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:973(_clean_index_names)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/util/_decorators.py:411(<listcomp>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/concurrent/futures/_base.py:398(__get_result)
       25    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:894(_parse_flags)
       14    0.000    0.000    0.000    0.000 {function _ZipWriteFile.close at 0x7fa9233c4680}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:924(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_base.py:1114(__new__)
       35    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       18    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:123(_write_style_sheet)
       27    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:29(__init__)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:517(validate_integer)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6398(_write_row_breaks)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:112(_write_doc_security)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7456(unpack_nested_dtype)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:347(__exit__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:516(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:710(_write_table_styles)
       24    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:327(_write_color)
       28    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6205(_maybe_promote)
       25    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:769(_is_in_terminal)
       17    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedWriter' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:209(<setcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:931(__array__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:536(get_worksheet_by_name)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/__init__.py:253(escape)
       11    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:670(_write_cell_style)
       10    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1843(_write_calc_pr)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:233(is_single_block)
       36    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:163(_initialize_chunksize)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:7418(_write_ext_list)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:104(header)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:162(<dictcomp>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:554(is_dir)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.11/glob.py:229(_ishidden)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/sharedstrings.py:154(_sort_string_data)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6333(_write_sheet_pr)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:413(_engine_type)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:568(is_set)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:82(opengroup)
       43    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tokenize.py:329(find_cookie)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:82(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/shape_base.py:81(atleast_2d)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:753(_get_align_properties)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:1749(currentframe)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:426(_get_iscased)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:368(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/css.py:207(<dictcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1774(_write_workbook_pr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:238(_write_vml_files)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1835(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:680(_write_dxfs)
       25    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:195(_get_fill_value)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:691(_initialize_columns)
        3    0.000    0.000    0.000    0.000 {built-in method utcnow}
       25    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:547(_validate_names)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:99(_noop)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6419(_write_col_breaks)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:283(ismodule)
       12    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       36    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
       19    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/multiarray.py:152(concatenate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1100(_sort_defined_names)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:1903(is_view)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:1006(addgroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:117(_add_workbook)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:240(splitroot)
       22    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6449(_write_merge_cells)
       20    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2372(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:108(_write_application)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6839(_write_data_validations)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:318(<dictcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2574(convert_missing_indexer)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1721(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1544(_prepare_vml)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:287(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:405(_generate_overlap_table)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:721(<listcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:7388(_write_table_parts)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:403(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:192(all_none)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/shape_base.py:218(_vhstack_dispatcher)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:31(_combine_flags)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2407(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:163(_write_company)
       21    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:718(set_hyperlink)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:444(_write_table_files)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:452(_clean_mapping)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:1931(np_can_hold_element)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:1027(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/css.py:62(_border_expander)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2612(is_nested_tuple)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5998(_write_header_footer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1586(_prepare_tables)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/contenttypes.py:80(_add_override)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:111(_write_cp_last_modified_by)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:926(_prepare_num_formats)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copy.py:107(_copy_immutable)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:134(_initialize_quotechar)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:161(set_bold)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:508(ensure_dtype_can_hold_na)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        4    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:1274(_clear_item_cache)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:584(_write_drawing_rels_files)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:1148(_process_date_conversion)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:4364(_sort_pagebreaks)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:116(_write_scale_crop)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6712(_write_sheet_protection)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:39(_add_part_name)
        9    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1812(__enter__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       11    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:456(istraceback)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:92(na_rep)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:100(decimal)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:635(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:175(_write_links_up_to_date)
        5    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1606(_add_chart_data)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:192(_write_hyperlinks_changed)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:196(_write_chartsheet_files)
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:208(_write_chart_files)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:196(_write_app_version)
       19    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:412(_checknetloc)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:300(ismethod)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:378(isfunction)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:96(float_format)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:43(_add_heading_pair)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/sharedstrings.py:129(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:4122(_check_is_chained_assignment_possible)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:461(_get_table_count)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:179(_write_shared_doc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_util.py:309(combine_kwargs)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6760(_write_protected_ranges)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5973(_write_print_options)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:466(isframe)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6586(_write_auto_filter)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:701(_initialize_colspace)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5783(_write_cols)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:268(_write_comment_files)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/theme.py:25(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copy.py:182(_deepcopy_atomic)
