         88806525 function calls (86741999 primitive calls) in 61.441 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:83(_f)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:281(_write_shared_strings_file)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1539(_validate_integer)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:136(is_url)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1815(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        2    0.000    0.000    0.000    0.000 /home/dvidal1205-ld/Documents/research/AS-Quant/as_quant.py:16(list_dirs)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:112(close)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:941(setitem)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1449(_get_options_with_defaults)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1608(_open_to_write)
      185    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1444(close)
      154    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:466(__enter__)
       14    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
       82    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:72(_xml_empty_tag)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1516(__invert__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:32(_set_xml_writer)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1333(_convert_to_indexer)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:50(__init__)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:546(_write_string)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_base.py:1284(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:509(_compile_info)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:516(from_file)
      335    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:178(_escape_attributes)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/sorting.py:378(nargsort)
       15    0.000    0.000    0.000    0.000 {built-in method posix.open}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:253(_sanitize_params)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:365(urlparse)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
      251    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2237(_grouping_func)
      314    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1487(is_ea_or_datetimelike_dtype)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:586(check_parent_directory)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:224(stringify_path)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:529(infer_compression)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
       62    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:22(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:52(_assemble_xml_file)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_base.py:1340(_deprecate)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:292(__next__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:494(get_compression_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:1168(_get_binary_io_classes)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:566(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:63(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/compat/_optional.py:93(import_optional_dependency)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1149(write)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:263(_save)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:921(_get_xf_index)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:849(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/__init__.py:108(import_module)
      181    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7336(ensure_has_len)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1194(_gcd_import)
   111/39    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/concurrent/futures/thread.py:123(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:436(gettempdir)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:292(_write_app_file)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:789(_check_sheetname)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/algorithms.py:117(_ensure_data)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_asarray.py:31(require)
      540    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:946(__len__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:144(_initialize_columns)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:207(add_format)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:327(_maybe_dedup_names)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:403(new_func)
   111/39    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       43    0.000    0.000    0.000    0.000 {built-in method posix.stat}
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:881(_is_nested_tuple_indexer)
      135    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1524(_is_scalar_access)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:469(newfunc)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:100(_xml_string_element)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:848(_get_format_key)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/sharedstrings.py:49(_assemble_xml_file)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:591(_format_value)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:165(_validate_parse_dates_presence)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:835(_prepare_format_properties)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:424(_gettempdir)
       79    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:790(is_unsigned_integer_dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:329(_write_core_file)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:588(nansum)
     21/9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:37(_compile)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:435(FileHeader)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1854(_consolidate_check)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:27(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:178(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/array_algos/putmask.py:126(setitem_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:322(_get_default_tempdir)
      155    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       65    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:164(_expand_user)
     1918    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1699(_is_label_reference)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1525(_format_native_types)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:197(_set_noconvert_columns)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/frame.py:11664(values)
      212    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_xlsxwriter.py:96(convert)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:739(infer_dtype_from)
      154    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:487(__exit__)
      197    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/missing.py:910(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:96(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:487(_write_workbook_rels_file)
       79    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:736(is_signed_integer_dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:467(_write_root_rels_file)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:20(_showwarnmsg_impl)
       44    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedWriter' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:863(infer_dtype_from_array)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:1283(_is_potential_multi_index)
       14    0.000    0.000    0.000    0.000 {method 'compress' of 'zlib.Compress' objects}
      403    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      196    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:547(<dictcomp>)
       60    0.000    0.000    0.000    0.000 {built-in method pandas._libs.json.dumps}
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_base.py:1424(_value_with_fmt)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:433(acquire)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3888(get_indexer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/sharedstrings.py:85(_write_sst_strings)
      375    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:117(_formatwarnmsg)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1726(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:132(__exit__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/sharedstrings.py:91(_write_si)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:35(_formatwarnmsg_impl)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:51(_xml_start_tag)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2629(is_label_like)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:969(_prepare_borders)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/algorithms.py:197(_reconstruct_data)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/relationships.py:48(_assemble_xml_file)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:4598(_update_inplace)
      154    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:440(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:774(_slice_take_blocks_ax0)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:268(_save_header)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:3748(_maybe_update_cacher)
      195    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:655(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/linecache.py:26(getline)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:480(choices)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/linecache.py:36(getlines)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:217(_maybe_get_mask)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:437(_write_theme_file)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1064(<genexpr>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:555(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:64(_assemble_xml_file)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:1246(is_dir)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/linecache.py:80(updatecache)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:103(CSSToExcelConverter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1872(close)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:869(__new__)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      125    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexers/utils.py:66(is_list_like_indexer)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:881(_engine)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:4137(_check_setitem_copy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/contenttypes.py:61(_assemble_xml_file)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/glob.py:175(_listdir)
      181    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:4437(_wrap_reindex_result)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:710(_format_header)
       65    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        6    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
       31    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:345(apply)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:842(_expand_ellipsis)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:45(_assemble_xml_file)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:1009(stat)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:79(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:505(_from_parts)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:241(_optimize_charset)
       75    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:192(__get__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/construction.py:488(<listcomp>)
       26    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:1289(_maybe_update_cacher)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1894(_write_end_record)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1860(<listcomp>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1504(__and__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/array_algos/take.py:288(_get_take_nd_function_cached)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:190(close)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1044(_stop)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:268(is_fsspec_url)
        6    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:358(_maybe_make_multi_index_columns)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:367(<setcomp>)
       96    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      315    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1132(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/contenttypes.py:43(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:432(urlsplit)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:862(_get_font_key)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/relationships.py:90(_write_relationships)
    23/11    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:172(getwidth)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2381(is_unique)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:223(encoded_labels)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1721(as_array)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:493(<listcomp>)
       15    0.000    0.000    0.000    0.000 <frozen posixpath>:397(abspath)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:485(_parse_args)
       99    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:252(get)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:496(ExcelFormatter)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:281(rng)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.11/glob.py:141(_iterdir)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:481(get_adjustment)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:888(<genexpr>)
       16    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
     23/2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copy.py:128(deepcopy)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5887(_write_page_margins)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/util/_validators.py:449(validate_ascending)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/util/_decorators.py:391(decorator)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:899(_validate_key_length)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:296(_save_body)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:4285(_check_dimensions)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1954(_refine_defaults_read)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1063(<genexpr>)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2661(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/util/_exceptions.py:30(find_stack_level)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/relationships.py:101(_write_relationship)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5661(_write_dimension)
      462    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:881(_get_border_key)
      9/2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copy.py:201(_deepcopy_list)
       14    0.000    0.000    0.000    0.000 {built-in method time.mktime}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:708(_get_compressor)
       14    0.000    0.000    0.000    0.000 {built-in method posix.utime}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:376(_split_op_result)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tokenize.py:392(open)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:1673(construct_1d_arraylike_from_scalar)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:612(_set_noconvert_dtype_columns)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/concurrent/futures/_base.py:328(__init__)
       87    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
      129    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:162(__getitem__)
      118    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:231(__next)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:422(__init__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5697(_write_sheet_views)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:541(_write_cell_xfs)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:55(parse_parts)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_asarray.py:112(<setcomp>)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:251(<dictcomp>)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:247(start)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:685(_initialize_justify)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/textwrap.py:419(dedent)
      197    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/missing.py:107(clean_fill_method)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
       29    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2672(<genexpr>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:201(_write_fonts)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:370(__init__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/__init__.py:315(_subx)
       98    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:864(<genexpr>)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/utility.py:50(xl_rowcol_to_cell_fast)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6285(_should_compare)
        5    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:705(_maybe_mask_setitem_value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:420(_write_borders)
